,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
492,478,Chris Pressley,CIN,RB,25,15,10,0,0,0,0,0,0,0,,0,5,3,19,6.33,0,0,,0,,,2,4.9,4.9,3.4,,144,
493,479,Mike Sellers,WAS,TE,36,12,0,0,0,0,0,0,0,0,,0,2,1,15,15.00,0,0,,0,,,2,2.5,2.5,2.0,,90,
494,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
495,480,Chansi Stuckey,ARI,WR,28,9,0,0,0,0,0,0,0,0,,0,8,4,39,9.75,0,1,1,0,,,2,5.9,6.9,3.9,,179,
496,481,Brett Swain,SFO,WR,26,5,1,0,0,0,0,0,0,0,,0,7,2,15,7.50,0,0,,0,,,2,3.5,3.5,2.5,,181,
497,482,Brandon Tate,CIN,,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,3,2,1,,,2,2.0,4.0,2.0,,178,
498,483,David Thomas,NOR,TE,28,5,2,0,0,0,0,0,0,0,,0,9,5,16,3.20,0,0,,0,,,2,6.6,6.6,4.1,,89,
499,484,Josh Vaughan,CAR,RB,25,7,0,0,0,0,0,0,7,24,3.43,0,0,0,0,,0,0,,0,,,2,2.4,2.4,2.4,,142,
500,485,Eddie Williams,2TM,RB,24,6,0,0,0,0,0,0,2,2,1.00,0,1,1,17,17.00,0,0,,0,,,2,2.9,2.9,2.4,,145,
501,486,Anthony Allen,BAL,RB,23,5,0,0,0,0,0,0,3,8,2.67,0,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,155,
502,487,Emmanuel Arceneaux,MIN,WR,24,3,0,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,0,,0,,,1,2.0,2.0,1.5,,186,
503,488,David Ausberry,OAK,TE,24,12,0,0,0,0,0,0,1,-2,-2.00,0,2,2,14,7.00,0,0,,0,,,1,3.2,3.2,2.2,,92,
504,489,Allen Bradford,TAM,RB,23,1,0,0,0,0,0,0,5,13,2.60,0,0,0,0,,0,0,,0,,,1,1.3,1.3,1.3,,149,
505,490,Aaron Brown,DET,RB,26,1,0,0,0,0,0,0,1,0,0.00,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,152,
506,491,Mark Brunell,NYJ,QB,41,16,0,1,3,27,0,0,0,0,,0,0,0,0,,0,0,,0,,,1,1.1,1.1,1.1,,67,
507,492,Shaun Chapas,DAL,RB,23,3,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,153,
508,493,Mike Cox,ATL,RB,26,9,5,0,0,0,0,0,0,0,,0,3,2,8,4.00,0,1,,0,,,1,2.8,2.8,1.8,,156,
509,494,Chase Daniel,NOR,QB,25,16,0,4,5,29,0,0,3,-3,-1.00,0,0,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,69,
510,495,Ryan D'Imperio,MIN,RB,24,12,1,0,0,0,0,0,0,0,,0,6,2,7,3.50,0,0,,0,,,1,2.7,2.7,1.7,,157,
511,496,Armanti Edwards,CAR,WR,23,16,0,1,1,11,0,0,1,5,5.00,0,0,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,187,
512,497,Anthony Hill,IND,TE,26,7,2,0,0,0,0,0,0,0,,0,3,2,10,5.00,0,0,,0,,,1,3.0,3.0,2.0,,93,
513,498,Shaun Hill,DET,QB,31,2,0,2,3,33,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,1,1.2,1.2,1.2,,65,
514,499,Jeremy Horne,KAN,WR,25,9,0,0,0,0,0,0,1,5,5.00,0,2,0,0,,0,0,,0,,,1,0.5,0.5,0.5,,191,
515,500,Brian Hoyer,NWE,QB,26,3,0,1,1,22,0,0,4,-3,-0.75,0,0,0,0,,0,0,,0,,,1,0.6,0.6,0.6,,70,
516,501,Colin Kaepernick,SFO,QB,24,3,0,3,5,35,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,1,1.2,1.2,1.2,,66,
517,502,Reggie Kelly,ATL,TE,34,16,2,0,0,0,0,0,0,0,,0,2,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,95,
518,503,Stefan Logan,DET,WR,30,16,1,0,0,0,0,0,9,32,3.56,0,1,1,19,19.00,0,6,2,0,,,1,2.1,4.1,1.6,,184,
519,504,Ryan Mahaffey,IND,RB,24,5,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,158,
520,505,Jeron Mastrud,MIA,TE,24,14,3,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,94,
521,506,Reagan Maui'a,ARI,RB,27,3,3,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,0,,0,,,1,2.2,2.2,1.7,,150,
522,507,Allen Reisner,MIN,TE,23,6,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,96,
523,508,Da'Rel Scott,NYG,RB,23,11,0,0,0,0,0,0,5,16,3.20,0,2,2,13,6.50,0,1,1,0,,,1,2.9,3.9,1.9,,154,
524,509,Jordan Shipley,CIN,WR,26,2,0,0,0,0,0,0,0,0,,0,5,4,14,3.50,0,1,,0,,,1,5.4,5.4,3.4,,182,
525,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
526,510,Lee Smith,BUF,WR,24,10,3,0,0,0,0,0,0,0,,0,4,4,11,2.75,0,0,,0,,,1,5.1,5.1,3.1,,185,
527,511,Micheal Spurlock,TAM,WR,28,12,0,0,1,0,0,0,0,0,,0,6,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,183,
528,512,Brandon Stokley,NYG,WR,35,2,0,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,189,
529,513,Maurice Stovall,DET,WR,26,15,0,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,188,
530,514,Tyrod Taylor,BAL,QB,22,3,0,1,1,18,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,68,
531,515,Julius Thomas,DEN,TE,23,5,1,0,0,0,0,0,0,0,,0,7,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,97,
532,516,Chauncey Washington,DAL,RB,26,2,0,0,0,0,0,0,1,-1,-1.00,0,3,2,13,6.50,0,0,,0,,,1,3.2,3.2,2.2,,151,
533,517,D.J. Williams,GNB,TE,23,13,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,91,
534,518,George Wilson,BUF,WR,30,13,13,0,0,0,0,0,1,6,6.00,0,0,0,0,,0,0,,0,,,1,0.6,0.6,0.6,,190,
535,519,Darvin Adams,CAR,,21,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,193,
536,520,Kyle Adams,CHI,,23,8,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,103,
537,521,Kamar Aiken,BUF,,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,194,
538,522,Seyi Ajirotutu,CAR,WR,24,14,0,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,192,
539,523,Derek Anderson,CAR,QB,28,2,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,75,
540,524,Arnaz Battle,PIT,,31,10,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,195,
541,525,Tom Brandstater,STL,QB,27,1,0,0,2,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,72,
542,526,Eldra Buckley,DET,,26,2,0,,,,,,,,,,,,,,,,,0,,,,,,,,170,
543,527,Dominique Byrd,2TM,,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,104,
544,528,Rudy Carpenter,TAM,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,73,
545,529,Michael Clayton,NYG,,29,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,196,
546,530,Kevin Cone,ATL,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,197,
547,531,Dominique Curry,STL,,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,198,
548,532,Tandon Doss,BAL,,22,6,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,199,
549,533,Shaun Draughn,KAN,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,163,
550,534,Darren Evans,IND,,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,164,
551,535,Collin Franklin,TAM,,23,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,105,
552,536,Anthony Gonzalez,IND,,27,8,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,200,
553,537,Mike Goodson,CAR,RB,24,4,0,0,0,0,0,0,0,0,,0,3,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,159,
554,538,Richard Gordon,OAK,TE,24,14,1,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,100,
555,539,Chris Gronkowski,IND,,25,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,165,
556,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
557,540,Dan Gronkowski,2TM,,26,7,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,106,
558,541,Clark Harris,CIN,,27,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,107,
559,542,Dwayne Harris,DAL,,24,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,201,
560,543,Ben Hartsock,CAR,,31,15,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,108,
561,544,Joe Hastings,SFO,,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,202,
562,545,Michael Higgins,NOR,TE,24,2,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,98,
563,546,Trindon Holliday,HOU,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,203,
564,547,Brian Jennings*,SFO,,35,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,109,
565,548,Jerrel Jernigan,NYG,,22,8,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,204,
566,549,Jaymar Johnson,ARI,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,205,
567,550,Larry Johnson,MIA,RB,32,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,161,
568,551,Mike Kafka,PHI,QB,24,4,0,11,16,107,0,2,3,0,0.00,0,0,0,0,,0,0,,0,,,,0.3,2.3,2.3,,71,
569,552,Jim Kleinsasser,MIN,TE,34,16,11,0,0,0,0,0,0,0,,0,6,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,99,
570,553,Max Komar,CHI,,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,206,
571,554,Jameson Konz,SEA,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,110,
572,555,Mike Leach,ARI,,35,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,111,
573,556,Jeff Maehl,HOU,,22,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,207,
574,557,Steve Maneri,KAN,TE,23,6,1,0,0,0,0,0,0,0,,0,2,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,102,
575,558,David Martin,BUF,,32,3,0,,,,,,,,,,,,,,,,,0,,,,,,,,121,
576,559,Corey McIntyre,BUF,RB,32,16,1,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,160,
577,560,Mike McNeill,IND,,23,4,0,,,,,,,,,,,,,,,,,0,,,,,,,,122,
578,561,Richard Medlin,MIA,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,166,
579,562,Kerry Meier,ATL,,25,12,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,208,
580,563,Marlon Moore,MIA,,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,209,
581,564,Rob Myers,WAS,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,112,
582,565,Jamar Newsome,JAX,,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,210,
583,566,Moran Norris,SFO,,33,5,2,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,3,
584,567,Fendi Onobun,JAX,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,113,
585,568,Lousaka Polite,NWE,,30,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,167,
586,569,Quinn Porter,STL,,25,12,0,0,0,0,0,0,0,0,,0,1,0,0,,0,1,,0,,,,,,,,168,
587,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
588,570,Julius Pruitt,MIA,,26,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,211,
589,571,Terrelle Pryor,OAK,,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,74,
590,572,Richard Quinn,WAS,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,114,
591,573,Courtney Roby,NOR,,28,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,212,
592,574,Martin Rucker,2TM,,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,115,
593,575,Antone Smith,ATL,,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,169,
594,576,Armond Smith,CLE,RB,25,3,0,0,0,0,0,0,3,2,0.67,0,1,0,0,,0,0,,0,,,,0.2,0.2,0.2,,162,
595,577,Justin Snow,IND,,35,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,116,
596,578,Nate Solder,NWE,,23,16,13,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,117,
597,579,Stephen Spach,STL,TE,29,10,1,0,0,0,0,0,0,0,,0,3,2,2,1.00,0,0,,0,,,,2.2,2.2,1.2,,101,
598,580,Tyler Thigpen,BUF,QB,27,3,0,3,8,25,0,1,1,8,8.00,0,0,0,0,,0,0,,0,,,,-0.2,0.8,0.8,,76,
599,581,Jordan Todman,SDG,,21,1,0,,,,,,,,,,,,,,,,,0,,,,,,,,171,
600,582,Roberto Wallace,MIA,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,213,
601,583,Blair White,IND,,24,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,214,
602,584,Chris Williams,CHI,,26,9,9,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,215,
603,585,Stephen Williams,ARI,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,216,
604,586,Kris Wilson,BAL,,30,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,118,
605,587,Will Yeatman,MIA,,23,3,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,119,
606,588,Joe Zelenka,ATL,,35,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,120,
607,589,Billy Volek,SDG,QB,35,2,0,0,0,0,0,0,5,-5,-1.00,0,0,0,0,,0,0,,0,,,-1,-0.5,-0.5,-0.5,,77,
608,590,Quan Cosby,DEN,,29,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,0,,,-2,-2.0,-1.0,-2.0,,217,
609,591,David Reed,BAL,WR,24,11,0,0,0,0,0,0,1,16,16.00,0,2,0,0,,0,3,2,0,,,-2,-2.4,-0.4,-2.4,,218,
